id,conditions,conclusion,priority,category
327,"{""属性27"": true, ""特征20"": true, ""特征7"": true}",鱼变种20,3,general
328,"{""属性28"": true, ""特征20"": true, ""特征8"": true}",鸟变种20,3,general
329,"{""属性29"": true, ""特征20"": true, ""特征9"": true}",虫变种20,3,general
330,"{""属性21"": true, ""特征0"": true, ""特征21"": true}",熊变种21,3,general
331,"{""属性22"": true, ""特征1"": true, ""特征21"": true}",狼变种21,3,general
332,"{""属性23"": true, ""特征2"": true, ""特征21"": true}",豹变种21,3,general
333,"{""属性24"": true, ""特征21"": true, ""特征3"": true}",鹿变种21,3,general
334,"{""属性25"": true, ""特征21"": true, ""特征4"": true}",象变种21,3,general
335,"{""属性26"": true, ""特征21"": true, ""特征5"": true}",鹰变种21,3,general
336,"{""属性27"": true, ""特征21"": true, ""特征6"": true}",蛇变种21,3,general
337,"{""属性28"": true, ""特征21"": true, ""特征7"": true}",鱼变种21,3,general
338,"{""属性29"": true, ""特征21"": true, ""特征8"": true}",鸟变种21,3,general
339,"{""属性30"": true, ""特征21"": true, ""特征9"": true}",虫变种21,3,general
340,"{""属性22"": true, ""特征0"": true, ""特征22"": true}",熊变种22,3,general
341,"{""属性23"": true, ""特征1"": true, ""特征22"": true}",狼变种22,3,general
342,"{""属性24"": true, ""特征2"": true, ""特征22"": true}",豹变种22,3,general
343,"{""属性25"": true, ""特征22"": true, ""特征3"": true}",鹿变种22,3,general
344,"{""属性26"": true, ""特征22"": true, ""特征4"": true}",象变种22,3,general
345,"{""属性27"": true, ""特征22"": true, ""特征5"": true}",鹰变种22,3,general
346,"{""属性28"": true, ""特征22"": true, ""特征6"": true}",蛇变种22,3,general
347,"{""属性29"": true, ""特征22"": true, ""特征7"": true}",鱼变种22,3,general
348,"{""属性30"": true, ""特征22"": true, ""特征8"": true}",鸟变种22,3,general
349,"{""属性31"": true, ""特征22"": true, ""特征9"": true}",虫变种22,3,general
350,"{""属性23"": true, ""特征0"": true, ""特征23"": true}",熊变种23,3,general
351,"{""属性24"": true, ""特征1"": true, ""特征23"": true}",狼变种23,3,general
352,"{""属性25"": true, ""特征2"": true, ""特征23"": true}",豹变种23,3,general
353,"{""属性26"": true, ""特征23"": true, ""特征3"": true}",鹿变种23,3,general
354,"{""属性27"": true, ""特征23"": true, ""特征4"": true}",象变种23,3,general
355,"{""属性28"": true, ""特征23"": true, ""特征5"": true}",鹰变种23,3,general
356,"{""属性29"": true, ""特征23"": true, ""特征6"": true}",蛇变种23,3,general
357,"{""属性30"": true, ""特征23"": true, ""特征7"": true}",鱼变种23,3,general
358,"{""属性31"": true, ""特征23"": true, ""特征8"": true}",鸟变种23,3,general
359,"{""属性32"": true, ""特征23"": true, ""特征9"": true}",虫变种23,3,general
360,"{""属性24"": true, ""特征0"": true, ""特征24"": true}",熊变种24,3,general
361,"{""属性25"": true, ""特征1"": true, ""特征24"": true}",狼变种24,3,general
362,"{""属性26"": true, ""特征2"": true, ""特征24"": true}",豹变种24,3,general
363,"{""属性27"": true, ""特征24"": true, ""特征3"": true}",鹿变种24,3,general
364,"{""属性28"": true, ""特征24"": true, ""特征4"": true}",象变种24,3,general
365,"{""属性29"": true, ""特征24"": true, ""特征5"": true}",鹰变种24,3,general
366,"{""属性30"": true, ""特征24"": true, ""特征6"": true}",蛇变种24,3,general
367,"{""属性31"": true, ""特征24"": true, ""特征7"": true}",鱼变种24,3,general
368,"{""属性32"": true, ""特征24"": true, ""特征8"": true}",鸟变种24,3,general
369,"{""属性33"": true, ""特征24"": true, ""特征9"": true}",虫变种24,3,general
370,"{""属性25"": true, ""特征0"": true, ""特征25"": true}",熊变种25,3,general
371,"{""属性26"": true, ""特征1"": true, ""特征25"": true}",狼变种25,3,general
372,"{""属性27"": true, ""特征2"": true, ""特征25"": true}",豹变种25,3,general
373,"{""属性28"": true, ""特征25"": true, ""特征3"": true}",鹿变种25,3,general
374,"{""属性29"": true, ""特征25"": true, ""特征4"": true}",象变种25,3,general
375,"{""属性30"": true, ""特征25"": true, ""特征5"": true}",鹰变种25,3,general
376,"{""属性31"": true, ""特征25"": true, ""特征6"": true}",蛇变种25,3,general
377,"{""属性32"": true, ""特征25"": true, ""特征7"": true}",鱼变种25,3,general
378,"{""属性33"": true, ""特征25"": true, ""特征8"": true}",鸟变种25,3,general
379,"{""属性34"": true, ""特征25"": true, ""特征9"": true}",虫变种25,3,general
380,"{""属性26"": true, ""特征0"": true, ""特征26"": true}",熊变种26,3,general
381,"{""属性27"": true, ""特征1"": true, ""特征26"": true}",狼变种26,3,general
382,"{""属性28"": true, ""特征2"": true, ""特征26"": true}",豹变种26,3,general
383,"{""属性29"": true, ""特征26"": true, ""特征3"": true}",鹿变种26,3,general
384,"{""属性30"": true, ""特征26"": true, ""特征4"": true}",象变种26,3,general
385,"{""属性31"": true, ""特征26"": true, ""特征5"": true}",鹰变种26,3,general
386,"{""属性32"": true, ""特征26"": true, ""特征6"": true}",蛇变种26,3,general
387,"{""属性33"": true, ""特征26"": true, ""特征7"": true}",鱼变种26,3,general
388,"{""属性34"": true, ""特征26"": true, ""特征8"": true}",鸟变种26,3,general
389,"{""属性35"": true, ""特征26"": true, ""特征9"": true}",虫变种26,3,general
390,"{""属性27"": true, ""特征0"": true, ""特征27"": true}",熊变种27,3,general
391,"{""属性28"": true, ""特征1"": true, ""特征27"": true}",狼变种27,3,general
392,"{""属性29"": true, ""特征2"": true, ""特征27"": true}",豹变种27,3,general
393,"{""属性30"": true, ""特征27"": true, ""特征3"": true}",鹿变种27,3,general
394,"{""属性31"": true, ""特征27"": true, ""特征4"": true}",象变种27,3,general
395,"{""属性32"": true, ""特征27"": true, ""特征5"": true}",鹰变种27,3,general
396,"{""属性33"": true, ""特征27"": true, ""特征6"": true}",蛇变种27,3,general
397,"{""属性34"": true, ""特征27"": true, ""特征7"": true}",鱼变种27,3,general
398,"{""属性35"": true, ""特征27"": true, ""特征8"": true}",鸟变种27,3,general
399,"{""属性36"": true, ""特征27"": true, ""特征9"": true}",虫变种27,3,general
400,"{""属性28"": true, ""特征0"": true, ""特征28"": true}",熊变种28,3,general
401,"{""属性29"": true, ""特征1"": true, ""特征28"": true}",狼变种28,3,general
402,"{""属性30"": true, ""特征2"": true, ""特征28"": true}",豹变种28,3,general
403,"{""属性31"": true, ""特征28"": true, ""特征3"": true}",鹿变种28,3,general
404,"{""属性32"": true, ""特征28"": true, ""特征4"": true}",象变种28,3,general
405,"{""属性33"": true, ""特征28"": true, ""特征5"": true}",鹰变种28,3,general
406,"{""属性34"": true, ""特征28"": true, ""特征6"": true}",蛇变种28,3,general
407,"{""属性35"": true, ""特征28"": true, ""特征7"": true}",鱼变种28,3,general
408,"{""属性36"": true, ""特征28"": true, ""特征8"": true}",鸟变种28,3,general
409,"{""属性37"": true, ""特征28"": true, ""特征9"": true}",虫变种28,3,general
410,"{""属性29"": true, ""特征0"": true, ""特征29"": true}",熊变种29,3,general
411,"{""属性30"": true, ""特征1"": true, ""特征29"": true}",狼变种29,3,general
412,"{""属性31"": true, ""特征2"": true, ""特征29"": true}",豹变种29,3,general
413,"{""属性32"": true, ""特征29"": true, ""特征3"": true}",鹿变种29,3,general
414,"{""属性33"": true, ""特征29"": true, ""特征4"": true}",象变种29,3,general
415,"{""属性34"": true, ""特征29"": true, ""特征5"": true}",鹰变种29,3,general
416,"{""属性35"": true, ""特征29"": true, ""特征6"": true}",蛇变种29,3,general
417,"{""属性36"": true, ""特征29"": true, ""特征7"": true}",鱼变种29,3,general
418,"{""属性37"": true, ""特征29"": true, ""特征8"": true}",鸟变种29,3,general
419,"{""属性38"": true, ""特征29"": true, ""特征9"": true}",虫变种29,3,general
420,"{""属性30"": true, ""特征0"": true, ""特征30"": true}",熊变种30,3,general
421,"{""属性31"": true, ""特征1"": true, ""特征30"": true}",狼变种30,3,general
422,"{""属性32"": true, ""特征2"": true, ""特征30"": true}",豹变种30,3,general
423,"{""属性33"": true, ""特征3"": true, ""特征30"": true}",鹿变种30,3,general
424,"{""属性34"": true, ""特征30"": true, ""特征4"": true}",象变种30,3,general
425,"{""属性35"": true, ""特征30"": true, ""特征5"": true}",鹰变种30,3,general
426,"{""属性36"": true, ""特征30"": true, ""特征6"": true}",蛇变种30,3,general
427,"{""属性37"": true, ""特征30"": true, ""特征7"": true}",鱼变种30,3,general
428,"{""属性38"": true, ""特征30"": true, ""特征8"": true}",鸟变种30,3,general
429,"{""属性39"": true, ""特征30"": true, ""特征9"": true}",虫变种30,3,general
430,"{""属性31"": true, ""特征0"": true, ""特征31"": true}",熊变种31,3,general
431,"{""属性32"": true, ""特征1"": true, ""特征31"": true}",狼变种31,3,general
432,"{""属性33"": true, ""特征2"": true, ""特征31"": true}",豹变种31,3,general
433,"{""属性34"": true, ""特征3"": true, ""特征31"": true}",鹿变种31,3,general
434,"{""属性35"": true, ""特征31"": true, ""特征4"": true}",象变种31,3,general
435,"{""属性36"": true, ""特征31"": true, ""特征5"": true}",鹰变种31,3,general
436,"{""属性37"": true, ""特征31"": true, ""特征6"": true}",蛇变种31,3,general
437,"{""属性38"": true, ""特征31"": true, ""特征7"": true}",鱼变种31,3,general
438,"{""属性39"": true, ""特征31"": true, ""特征8"": true}",鸟变种31,3,general
439,"{""属性40"": true, ""特征31"": true, ""特征9"": true}",虫变种31,3,general
440,"{""属性32"": true, ""特征0"": true, ""特征32"": true}",熊变种32,3,general
441,"{""属性33"": true, ""特征1"": true, ""特征32"": true}",狼变种32,3,general
442,"{""属性34"": true, ""特征2"": true, ""特征32"": true}",豹变种32,3,general
443,"{""属性35"": true, ""特征3"": true, ""特征32"": true}",鹿变种32,3,general
444,"{""属性36"": true, ""特征32"": true, ""特征4"": true}",象变种32,3,general
445,"{""属性37"": true, ""特征32"": true, ""特征5"": true}",鹰变种32,3,general
446,"{""属性38"": true, ""特征32"": true, ""特征6"": true}",蛇变种32,3,general
447,"{""属性39"": true, ""特征32"": true, ""特征7"": true}",鱼变种32,3,general
448,"{""属性40"": true, ""特征32"": true, ""特征8"": true}",鸟变种32,3,general
449,"{""属性41"": true, ""特征32"": true, ""特征9"": true}",虫变种32,3,general
450,"{""属性33"": true, ""特征0"": true, ""特征33"": true}",熊变种33,3,general
451,"{""属性34"": true, ""特征1"": true, ""特征33"": true}",狼变种33,3,general
452,"{""属性35"": true, ""特征2"": true, ""特征33"": true}",豹变种33,3,general
453,"{""属性36"": true, ""特征3"": true, ""特征33"": true}",鹿变种33,3,general
454,"{""属性37"": true, ""特征33"": true, ""特征4"": true}",象变种33,3,general
455,"{""属性38"": true, ""特征33"": true, ""特征5"": true}",鹰变种33,3,general
456,"{""属性39"": true, ""特征33"": true, ""特征6"": true}",蛇变种33,3,general
457,"{""属性40"": true, ""特征33"": true, ""特征7"": true}",鱼变种33,3,general
458,"{""属性41"": true, ""特征33"": true, ""特征8"": true}",鸟变种33,3,general
459,"{""属性42"": true, ""特征33"": true, ""特征9"": true}",虫变种33,3,general
460,"{""属性34"": true, ""特征0"": true, ""特征34"": true}",熊变种34,3,general
461,"{""属性35"": true, ""特征1"": true, ""特征34"": true}",狼变种34,3,general
462,"{""属性36"": true, ""特征2"": true, ""特征34"": true}",豹变种34,3,general
463,"{""属性37"": true, ""特征3"": true, ""特征34"": true}",鹿变种34,3,general
464,"{""属性38"": true, ""特征34"": true, ""特征4"": true}",象变种34,3,general
465,"{""属性39"": true, ""特征34"": true, ""特征5"": true}",鹰变种34,3,general
466,"{""属性40"": true, ""特征34"": true, ""特征6"": true}",蛇变种34,3,general
467,"{""属性41"": true, ""特征34"": true, ""特征7"": true}",鱼变种34,3,general
468,"{""属性42"": true, ""特征34"": true, ""特征8"": true}",鸟变种34,3,general
469,"{""属性43"": true, ""特征34"": true, ""特征9"": true}",虫变种34,3,general
470,"{""属性35"": true, ""特征0"": true, ""特征35"": true}",熊变种35,3,general
471,"{""属性36"": true, ""特征1"": true, ""特征35"": true}",狼变种35,3,general
472,"{""属性37"": true, ""特征2"": true, ""特征35"": true}",豹变种35,3,general
473,"{""属性38"": true, ""特征3"": true, ""特征35"": true}",鹿变种35,3,general
474,"{""属性39"": true, ""特征35"": true, ""特征4"": true}",象变种35,3,general
475,"{""属性40"": true, ""特征35"": true, ""特征5"": true}",鹰变种35,3,general
476,"{""属性41"": true, ""特征35"": true, ""特征6"": true}",蛇变种35,3,general
477,"{""属性42"": true, ""特征35"": true, ""特征7"": true}",鱼变种35,3,general
478,"{""属性43"": true, ""特征35"": true, ""特征8"": true}",鸟变种35,3,general
479,"{""属性44"": true, ""特征35"": true, ""特征9"": true}",虫变种35,3,general
480,"{""属性36"": true, ""特征0"": true, ""特征36"": true}",熊变种36,3,general
481,"{""属性37"": true, ""特征1"": true, ""特征36"": true}",狼变种36,3,general
482,"{""属性38"": true, ""特征2"": true, ""特征36"": true}",豹变种36,3,general
483,"{""属性39"": true, ""特征3"": true, ""特征36"": true}",鹿变种36,3,general
484,"{""属性40"": true, ""特征36"": true, ""特征4"": true}",象变种36,3,general
485,"{""属性41"": true, ""特征36"": true, ""特征5"": true}",鹰变种36,3,general
486,"{""属性42"": true, ""特征36"": true, ""特征6"": true}",蛇变种36,3,general
487,"{""属性43"": true, ""特征36"": true, ""特征7"": true}",鱼变种36,3,general
488,"{""属性44"": true, ""特征36"": true, ""特征8"": true}",鸟变种36,3,general
489,"{""属性45"": true, ""特征36"": true, ""特征9"": true}",虫变种36,3,general
490,"{""属性37"": true, ""特征0"": true, ""特征37"": true}",熊变种37,3,general
491,"{""属性38"": true, ""特征1"": true, ""特征37"": true}",狼变种37,3,general
492,"{""属性39"": true, ""特征2"": true, ""特征37"": true}",豹变种37,3,general
493,"{""属性40"": true, ""特征3"": true, ""特征37"": true}",鹿变种37,3,general
494,"{""属性41"": true, ""特征37"": true, ""特征4"": true}",象变种37,3,general
495,"{""属性42"": true, ""特征37"": true, ""特征5"": true}",鹰变种37,3,general
496,"{""属性43"": true, ""特征37"": true, ""特征6"": true}",蛇变种37,3,general
497,"{""属性44"": true, ""特征37"": true, ""特征7"": true}",鱼变种37,3,general
498,"{""属性45"": true, ""特征37"": true, ""特征8"": true}",鸟变种37,3,general
499,"{""属性46"": true, ""特征37"": true, ""特征9"": true}",虫变种37,3,general
500,"{""属性38"": true, ""特征0"": true, ""特征38"": true}",熊变种38,3,general
501,"{""属性39"": true, ""特征1"": true, ""特征38"": true}",狼变种38,3,general
502,"{""属性40"": true, ""特征2"": true, ""特征38"": true}",豹变种38,3,general
503,"{""属性41"": true, ""特征3"": true, ""特征38"": true}",鹿变种38,3,general
504,"{""属性42"": true, ""特征38"": true, ""特征4"": true}",象变种38,3,general
505,"{""属性43"": true, ""特征38"": true, ""特征5"": true}",鹰变种38,3,general
506,"{""属性44"": true, ""特征38"": true, ""特征6"": true}",蛇变种38,3,general
507,"{""属性45"": true, ""特征38"": true, ""特征7"": true}",鱼变种38,3,general
508,"{""属性46"": true, ""特征38"": true, ""特征8"": true}",鸟变种38,3,general
509,"{""属性47"": true, ""特征38"": true, ""特征9"": true}",虫变种38,3,general
510,"{""属性39"": true, ""特征0"": true, ""特征39"": true}",熊变种39,3,general
511,"{""属性40"": true, ""特征1"": true, ""特征39"": true}",狼变种39,3,general
512,"{""属性41"": true, ""特征2"": true, ""特征39"": true}",豹变种39,3,general
513,"{""属性42"": true, ""特征3"": true, ""特征39"": true}",鹿变种39,3,general
